Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,251088,291540,2022-10-14 17:53:02 CST,2022/10/14,17:53:02,Photo,"16,383",15279,558,198,86,3,4,0,2,253,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/686123022869276,我們準備好了！今晚我們 #太平體育場見！ 4年前秀燕從太平體育場舉辦第一場造勢大會，4年後我們不變的初衷，繼續 #守護台中。 與10位女性縣市長候選人齊聚台中，「十全十美，女力挺台灣」🇹🇼 ⏰時間：10/14 18:00集結 🏠地點：太平體育場（太平區中興東路99號）,https://www.facebook.com/photo.php?fbid=686122912869287&set=a.546783853469861&type=3,,,,,,,,2.3
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,251088,291540,2022-10-14 18:51:53 CST,2022/10/14,18:51:53,Live Video Complete,"11,112",8000,1837,542,507,16,21,7,20,162,crosspost,Yes,55667,68313,169024,02:15:28,https://www.facebook.com/100044147541030/posts/2909381549366133,🇹🇼十全十美合體 女力挺台灣🇹🇼 2022年，國民黨總共有10位女力同志，參選縣市首長，象徵著十全十美，齊聚台中，「溫柔、守護、扎實」的女力執政風格能讓台灣更好。 女力挺台灣、你來挺我們！ 台中市 盧秀燕｜高雄市 柯志恩｜彰化縣 王惠美｜南投縣 許淑華｜嘉義市 勇媽阿惠 - 黃敏惠｜嘉義縣 王育敏｜雲林縣 張麗善｜宜蘭縣 林姿妙｜花蓮縣 徐榛蔚｜ 台東縣 饒慶鈴 女力全壘打！,https://www.facebook.com/LuShiowYen/videos/2909381549366133/,,,【直播中】🇹🇼十全十美合體 女力挺台灣🇹🇼,,,,,6.24
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,251088,291540,2022-10-14 23:00:40 CST,2022/10/14,23:00:40,Photo,"21,829",20520,637,248,125,6,10,1,4,278,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/686328769515368,十全十美｜守護下一代是我們共同的承諾 回顧執政3年多，我們累積「女性執政」的經驗，證明女性不只可以守護家庭，還可以守護一座城市。 女性執政的溫柔、細心、守護、堅持、勇敢，而且具有同理心，當全球面臨疫情，我們沒有停下建設的腳步，一方面防疫，一方面不斷建設，台中更是首創疫苗快打站、防疫前進指揮所，證明女性能把自己的家顧得很好。 從省議員、立委，秀燕經歷九次選舉，很可惜今年是抹黑最嚴重的一年，有人說媽媽只會「送往迎來」，還有人說「媽媽市長只顧柴米油鹽醬醋茶」，更有人批評秀燕是「不稱職的媳婦」，這些用傳統觀念綁架、惡意攻擊，抹煞女力執政的努力。 感謝來到現場的朋友，也感謝線上觀看的朋友，用行動為我們加油，讓我們確信，侮辱性的批評，台灣人不會認同，只會讓我們更堅定，更勇敢、更團結。 10位女性參選的縣市首長同台，象徵的「十全十美」，堅持正面選舉，給下一代民主的榜樣，證明女性能夠守護城市、守護台灣、守護下一代。 這一次，我們勇敢投票。 這一次，我們為自己投票。 這一次，我們為台灣更好投票！ 我是盧秀燕。 守護台中，我堅持。 守護台灣，我們一起走！,https://www.facebook.com/photo.php?fbid=686610146153897&set=a.546783853469861&type=3,,,Photos from 盧秀燕's post,,,,,3.07
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,251060,291513,2022-10-13 17:56:20 CST,2022/10/13,17:56:20,Photo,"5,877",5435,185,170,22,2,2,0,1,60,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/685288869619358,加速建設，加速台中！太平兒童暨國民運動中心動工！ 台中是座酷城市，我們努力推動酷運動，台中的運動風氣越來越興盛，很開心跟大家分享，又一座國民運動中心開工了，也是台中市第10座開工的運動中心！ 市民朋友期待10年的太平兒童暨國民運動中心，在秀燕上任後重展規劃，加入為小朋友量身打造的運動空間，大人、小孩都能享受，尤其體力充沛的孩子們，需要專屬的場域運動，秀燕特別規劃「國民暨兒童運動中心」，是孩子們運動好去處。 太平區已經是台中人口第四大區。人口興旺，基礎建設就要加速跟上，秀燕承諾過「讓開不了工的開工，讓完不了工的完工」加速建設、守護台中，我們一起努力💪,https://www.facebook.com/photo.php?fbid=685288406286071&set=a.546783853469861&type=3,,,,,,,,-1.21
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,250998,291453,2022-10-12 18:04:24 CST,2022/10/12,18:04:24,Photo,"2,406",2266,73,33,19,0,2,1,0,12,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/684468573034721,臺中爵士音樂節，不用再敲碗！ 今年爵士音樂節完整回歸！ 爵士音樂節是台中人揪團的盛會，我們會找各地的朋友來到台中，一起躺在草地上與好朋友、與孩子，望著星空、聽著優美的爵士樂。 這樣美好的時刻，就在「10/15-10/23」 秀燕只有一句話要交代大家「現在你該揪團來參加爵士音樂節了！」 👇活動詳情在留言區👇 小編提醒：要參加的市民朋友請記得 #戴口罩 #勤消毒 #遵守現場防疫規定喔！,https://www.facebook.com/photo.php?fbid=684467016368210&set=a.546783853469861&type=3,,,,,,,,-2.96
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,250947,291404,2022-10-11 09:15:51 CST,2022/10/11,09:15:51,Live Video Complete,"1,296",1107,108,25,39,1,4,0,0,12,owned,Yes,14649,14708,0,01:17:58,https://www.facebook.com/100044147541030/posts/453073396920073,【直播📽：10/11 台中市政府｜市政會議】 早安，今天召開第550市政會議， 歡迎大家收看了解市政，也一起推動市政。 📋市政會議｜專案報告 文化局「JAZZ不設限·臺中爵士音樂節」 北區公所「區務簡報」 #新市政 #陽光政治 #全民參與公開透明,https://www.facebook.com/LuShiowYen/videos/453073396920073/,,,盧秀燕｜【直播：10/11 台中市政府｜市政會議】,,,,,-1.38
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,250947,291404,2022-10-11 19:57:18 CST,2022/10/11,19:57:18,Photo,"27,595",24995,1218,714,159,7,9,1,4,488,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/683768866438025,🇹🇼十全十美合體 女力挺台灣🇹🇼 4年前，秀燕第一場的造勢舉辦在太平，4年後一樣是首場造勢，我們依舊規劃在太平區。 4年前，秀燕將競選總部設在大里，4年後秀燕仍堅持重回大里設立競選總部。 比照4年前的競選規劃，是因為我們不忘初衷，更是帶著滿滿的市政成績，讓市民檢視。 2022年的大選，秀燕總共有10位女力同志，參選縣市首長，象徵著十全十美，齊聚在台中，「溫柔、守護、扎實」的女力執政風格能讓台灣更好。 女力挺台灣、你來挺我們！秀燕邀請大家，相揪到現場，支持我們。 ⏰時間：10/14 18:00集結 🏠地點：太平體育場（太平區中興東路99號）,https://www.facebook.com/photo.php?fbid=684298623051716&set=a.546783853469861&type=3,,,,,,,,3.88
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,250766,291235,2022-10-10 07:35:40 CST,2022/10/10,07:35:40,Live Video Complete,"3,491",2816,367,80,186,4,3,2,6,27,crosspost,No,13834,16427,18477,00:59:02,https://www.facebook.com/100044147541030/posts/778607330032274,#LIVE 🇹🇼雙十國慶｜市府升旗典禮🇹🇼 很開心大家一起來觀看市府升旗典禮！ 此次活動特別邀請世界少棒聯盟（LLB）次青少棒冠軍中山國中前來做領唱嘉賓🎤，還有青春活力的舞蹈及跆拳道表演，更有精彩的儀隊及國旗進場演出🥁,https://www.facebook.com/LuShiowYen/videos/778607330032274/,,,🇹🇼雙十國慶｜市府升旗典禮🇹🇼,,,,,1.96
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,250857,291323,2022-10-10 10:31:15 CST,2022/10/10,10:31:15,Photo,"17,025",16187,436,163,131,0,8,2,1,97,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/682605149887730,🇹🇼光榮的雙十，光榮的台中 🇹🇼 中華民國111年國慶，歷史性的一刻，秀燕充滿感謝。 感謝有你，在各行各業、日以繼夜的付出。 感謝有你，在家庭中盡心盡力的照護。 感謝有你，不計辛勞的守護台中。 市民的付出，造就了台中成為台灣經濟的動力，造就了台中成為台灣幸福宜居的代名詞，造就台中台中成為世界地圖上發光耀眼的城市。 今天的升旗典禮，我們邀請中山國中棒球隊為台中領唱，今年中山國中棒球隊在世界少棒聯盟次青少棒的比賽中獲得世界冠軍的榮譽。 台中或許不是台灣資源最豐厚的城市，但台中人不畏艱難的堅毅性格，自我要求的光榮感，塑造了「台中精神」，這是台中在世界發光耀眼的原因。 雙十國慶，秀燕向中華小將、向市民朋友、向「台中精神」致上最高敬意，祝福大家雙十節快樂。,https://www.facebook.com/photo.php?fbid=682604743221104&set=a.546783853469861&type=3,,,Photos from 盧秀燕's post,,,,,2.39
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,250766,291235,2022-10-09 13:49:55 CST,2022/10/9,13:49:55,Photo,"9,176",8703,197,126,70,1,3,0,1,75,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/681864539961791,🇹🇼雙十國慶，歡迎來府前廣場升旗🇹🇼 每次看見飛揚的國旗冉冉上升，總是讓人滿心感動，明天就是雙十國慶，秀燕邀請大家來市府升旗！ 今年我們邀請到世界少棒聯盟次青少棒的冠軍隊伍-中山國中棒球隊領唱國歌，光華高工 樂儀隊 帶來精彩的操槍表演，並由 大明高中 領航國旗護旗進場。 光榮雙十，秀燕感謝青年朋友一同參與，也歡迎市民到現場一睹青年朋友的風采。 ☀️升旗典禮活動資訊 📍早上6:30 發放小國旗、以及限量的虎年雙十國慶紀念幣 及 國慶專屬立體口罩 📍早上8:00舉行升旗典禮 🎯集合地點：市府前廣場,https://www.facebook.com/photo.php?fbid=681863679961877&set=a.546783853469861&type=3,,,,,,,,1.29
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,250766,291235,2022-10-09 19:25:12 CST,2022/10/9,19:25:12,Photo,"7,398",7087,119,68,65,1,2,0,0,56,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/682059253275653,送給中華民國最好的國慶禮物，就是國人安居樂業、平安幸福。 雙十節前夕，秀燕在競選總部旁舉辦國慶市集。 秀燕與原住民朋友、新住民朋友齊聚一堂，大家拿出自己的「手路菜」，喝一口經典的泰式飲料、品嚐來自印尼的娘惹糕，大啖原住民的石板烤肉，還有傳統的台式地瓜球、大腸包小腸，好像世界的美食都在燕子總部了！ 我們可能在不同的地方出生，但現在我們都住在台中、熱愛台中，齊聚一堂正是我們慶祝國慶的方式。 秀燕祝福市民朋友雙十節快樂，感謝大家今天從四面八方來到燕子總部，還要特別感謝 一直為新住民發聲的 我是新移民 林麗蟬 與 臺中市新移民女性家庭關懷協會臺 很開心能與大家相聚。,https://www.facebook.com/photo.php?fbid=682058049942440&set=a.546783853469861&type=3,,,Photos from 盧秀燕's post,,,,,1.04
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,250728,291200,2022-10-08 17:24:32 CST,2022/10/8,17:24:32,Photo,"5,187",4835,130,150,28,0,1,0,0,43,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/681158886699023,各位水水、帥帥，您的捐款小物上線啦🥳 秀燕要向大家宣佈，競選捐款平台在今天上線了！同時感謝 江啟臣 總幹事，今日到燕子總部開箱競選小物。 👉🏻線上捐款傳送門：https://swallow.oen.tw:=:https://swallow.oen.tw/ 在疫情期間，口罩守護著大家，秀燕爭取連任，要繼續守護台中，我們製作出「守護燕子口罩」，五色不同顏色的立體口罩，也寓意著五彩繽紛的台中。 「守護燕子口罩」是秀燕最喜歡的口罩款式，陪著我走過每天緊湊的市政行程。 燕子口罩總共限量1000組，線上捐款新台幣1000元以上，且不匿名捐款，即可兌換五彩繽紛燕子立體口罩乙組，完成線上捐款，競選團隊會以最快的速度，為你宅配到家。 秀燕也要提醒大家，注意政治獻金法的規範捐款，才能順利捐款唷。,https://www.facebook.com/photo.php?fbid=681181036696808&set=a.546783853469861&type=3,,,Photos from 盧秀燕's post,,,,,-1.37
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,250711,291186,2022-10-07 21:16:24 CST,2022/10/7,21:16:24,Native Video,"3,216",3022,85,50,24,1,8,0,1,25,owned,Yes,16371,17211,0,00:02:47,https://www.facebook.com/100044147541030/posts/680331316781780,你今天燕遇了嗎？ 各位聽眾今日燕遇更新囉！ 最新一集邀請到紅到國際的 萬秀洗衣店 Want Show Laundry 主理人張瑞夫，談談如何突破阿公阿嬤心防～願意用最潮的方式，提倡永續環保♻️ 一起來看看萬吉、秀娥如何教我們從生活中體現。各位朋友們，除了看影片外，記得要到以下管道收聽完整內容喔！ 立刻收聽： ① Apple Podcast： https://apple.co/3RyXT3W:=:https://podcasts.apple.com/us/podcast/%E6%B0%B8%E7%BA%8C%E7%92%B0%E4%BF%9D%E6%AD%A3%E5%A4%AF-%E5%8F%B0%E4%B8%AD-%E6%9C%80%E6%BD%AE%E7%88%BA%E5%AC%B7-%E7%88%86%E7%B4%85%E5%88%B0%E5%9C%8B%E9%9A%9B-%E6%80%8E%E9%BA%BC%E8%BE%A6%E5%88%B0%E7%9A%84-feat-%E8%90%AC%E7%A7%80%E6%B4%97%E8%A1%A3%E5%BA%97%E4%B8%BB%E7%90%86%E4%BA%BA%E5%BC%B5%E7%91%9E%E5%A4%AB/id1609923463?i=1000581371804 ② Google Podcast： https://bit.ly/3EfxsgA:=:https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5zb3VuZG9uLmZtL3BvZGNhc3RzL2U3MThiY2JhLTRkNTctNDViYS1hZWI5LTg0NGEzMjU2ZDI1Ny54bWw/episode/YmEzYzA4Y2ItMmQ0Yy00NmQxLTg3Y2YtN2Y3NzUxZDdmMTlk ③ Spotify： https://bit.ly/3Mjup9v:=:https://podcast.kkbox.com/tw/episode/-lkE3T3-SYMks0KKyQ ④ KKBOX： https://reurl.cc/NAalek ⑤ Sound On： https://bit.ly/3CxWkze:=:https://player.soundon.fm/p/e718bcba-4d57-45ba-aeb9-844a3256d257/episodes/ba3c08cb-2d4c-46d1-87cf-7f7751d7f19d,https://www.facebook.com/LuShiowYen/videos/1565037817247733/,,,【今日燕遇EP7精華版】瑞夫用“這招”說服萬吉、秀娥登上國際！,,,,,-1.28
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,250677,291155,2022-10-06 18:59:04 CST,2022/10/6,18:59:04,Photo,"4,261",3999,158,43,28,2,2,1,1,27,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/679412083540370,城市的榮耀感要靠文化力量來深植人心。 厚植台中的文化土壤，我們一直很努力。 很榮幸，台中市政府協助製作的電影《我心我行SALUTE》、《 查無此心 The Abandoned》、《我吃了那男孩一整年的早餐》，以及由財團法人台中市影視發展基金會獎勵電影事業電影《 一家子兒咕咕叫》表現亮眼，一共入圍金馬24個獎項。 疫情嚴重衝擊影視產業，在艱困中還能有優秀的影視作品證明「台中製造，品質保證！」 近年來，市府提供劇組經費補助，加上各局處全力協助，相信所有來台中拍片的劇組都能在安心、舒適的環境下完成作品。 金馬獎一直是華語電影殿堂最高榮耀，恭喜入圍影視團隊，秀燕與有榮焉。,https://www.facebook.com/photo.php?fbid=679411953540383&set=a.546783853469861&type=3,,,,,,,,-1.67
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,250611,291096,2022-10-05 07:50:46 CST,2022/10/5,07:50:46,Photo,"8,240",7631,342,147,47,5,2,1,1,64,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/678250850323160,「小黃公車」11倍增！把大台中串在一起！ 公車走不到的地方，我們用「小黃公車」把大台中串在一起。 原本只有2條路線，現在已經有22條路線，服務原縣區21個行政區、139個里。 小黃公車以計程車當作公車，路線上隨招隨停，比照公車定時發車，市民全程免費，是最受市民好評的交通政策。 市民喜歡的服務，市府就加速推動！ 這次新增的7條路線，包含 🚕黃16路 福興永豐線 🚕黃17路 中興嶺石岡線 🚕黃18路 后里四塊厝線 🚕黃19路 口庄水美線 🚕黃20路 梧棲沙鹿線 🚕黃21路 王田營埔線 🚕黃22路 舊庄員林線 🧐小黃公車 座位有限 歡迎事先預約 路線及時刻表請看這👉 https://pse.is/3p92sj:=:https://www.traffic.taichung.gov.tw/content/index.asp?Parser=1%2C7%2C505%2C52,https://www.facebook.com/photo.php?fbid=678250833656495&set=a.546783853469861&type=3,,,,,,,,1.16
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,250596,291084,2022-10-04 07:31:03 CST,2022/10/4,07:31:03,Photo,"8,161",7724,154,166,78,2,1,0,0,36,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/677435360404709,長輩是台中的寶！祝福長輩們「重陽節快樂」。 台中目前有390位百歲的人瑞，秀燕常會安排行程前往拜訪，陪長輩聊天，讓秀燕更能靜下心，把事情想的更周全，這就是長輩們累積的智慧。 前幾天，秀燕去探視住在清水區的百歲人瑞-吳阿嬤。我有幫大家打聽「長壽的秘訣」，阿嬤說「不挑食，要均衡飲食」，大家快點筆記起來！ 秀燕上任首年恢復了「老人健保補助」，減輕子女照顧的負擔，同時增加社區照顧關懷據點、長青學苑，鼓勵長輩外出社會參與，也加碼敬老愛心卡的福利。 長輩們一輩子為家庭打拚，市府有責任提供更友善的環境照顧好大家。敬老、愛老，台中會更好！,https://www.facebook.com/photo.php?fbid=677435227071389&set=a.546783853469861&type=3,,,,,,,,1.15
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,250596,291084,2022-10-04 08:47:46 CST,2022/10/4,08:47:46,Live Video Complete,"1,601",1374,120,21,67,1,1,2,1,14,owned,Yes,15332,15440,0,01:32:12,https://www.facebook.com/100044147541030/posts/1139706670286790,【直播📽：10/04 台中市政府｜市政會議】 早安，今天召開第549市政會議， 歡迎大家收看了解市政，也一起推動市政。 📋市政會議｜專案報告 教育局、社會局、衛生局「活到老學到老．健康醫療好樂活–打造銀髮幸福宜居城」、大雅區公所「區務簡報」 #新市政 #陽光政治 #全民參與公開透明,https://www.facebook.com/LuShiowYen/videos/1139706670286790/,,,盧秀燕｜【直播：10/04 台中市政府｜市政會議】,,,,,-1.11
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,250611,291096,2022-10-04 18:03:48 CST,2022/10/4,18:03:48,Photo,"11,114",10712,191,65,59,1,3,0,3,80,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/677779500370295,台中是個大家庭，秀燕見證每一位議員心心念念著市民福祉和地方建設，不分黨派、實實在在的為市民服務。 今天是本屆議會相聚的最後一天，總共有10位議員不再爭取連任。 最後一次在議會相聚，秀燕代表市府及超過280萬名市民準備了花束，感謝退休的議員多年來鞭策市府團隊，讓我們的施政更能盡善盡美。 謝謝 何敏誠 議員服務地方長達7屆，不少市民都以「議長」尊稱， 楊正中議員 6屆監督力道不曾鬆懈，人稱「楊大砲」， 李榮鴻-阿和仔 議員、台中市議員 段緯宇 服務5屆， 謝明源 議員、李麗華議員與 愛·關懷 邱素貞 議員服務4屆，吳顯森議員、林汝洲 議員、陳世凱 議員服務3屆。 期待大家退而不休，繼續鞭策市府。 大家的寶貴經驗，關心市政，台中會更加茁壯。,https://www.facebook.com/photo.php?fbid=677775947037317&set=a.546783853469861&type=3,,,Photos from 盧秀燕's post,,,,,1.56
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,250611,291096,2022-10-04 21:05:57 CST,2022/10/4,21:05:57,Photo,"7,321",6901,200,55,107,4,5,0,1,48,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/677889607025951,路易，有沒有想我呀？ 最近行程滿滿，跟路易相處的時間少了許多，就算覺得疲憊，回到家看到路易，精神馬上振作起來🙌 10月4日是世界動物日，一起感謝毛孩給我們滿滿正能量☺️ 台中正在蛻變成毛小孩的歡樂城市。去年四月台中動物之家后里園區以「認養轉運」、「教育宣導」及「觀光休憩」作為改建三核心，今年接力將蹓蹓市集及活動引進動物之家后里園區，讓民眾走進收容所。 近日啟用的后里環保公園「蹓蹓寵物專區」讓毛爸毛媽們又多了一個假日好去處。,https://www.facebook.com/photo.php?fbid=677899313691647&set=a.546783853469861&type=3,,,,,,,,1.03
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,250596,291084,2022-10-03 18:05:42 CST,2022/10/3,18:05:42,Photo,"6,609",6031,265,198,42,5,2,0,0,66,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/676957347119177,多久沒有親筆寫封信？ 市民朋友期待的競選過程應該是正面、和諧、受人喜歡的，雖然不一樣的競選方式充滿著不確定，但秀燕與競選團隊都決定要示範給下一代看。 我們把競選總部用溫暖、安心的粉紅色包圍，還把傳統的競選文宣升級成「有感政績明信片」。 秀燕要邀請大家，來燕子總部一趟，拍美照片打卡、寫封信寄給好友。 📍燕子總部 台中市大里區國光路二段321號,https://www.facebook.com/photo.php?fbid=676957280452517&set=a.546783853469861&type=3,,,Photos from 盧秀燕's post,,,,,-1.08
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,250552,291042,2022-10-02 09:22:31 CST,2022/10/2,09:22:31,Photo,"7,381",6867,261,114,39,0,3,0,2,95,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/675852897229622,《遠見雜誌》2022年縣市總體競爭力評比 🥈「總體競爭力」台中六都第二 🥇「生活品質」台中全國第一 感謝所有市民朋友與市府同仁共同經營台中、守護台中，才能獲得名列前茅的好成績。 ✅遠見評比中「治安」評比拿下六都第二 秀燕要向市民朋友報告，根據歷年數據，台中市犯罪率持續降低，我們一路努力到今年已經達到六都最低犯罪率，但我們不會因此滿意，還要持續推進政策，因為台中市民奉公守法，愛護台中，市府有責任保護市民的安全。 ✅台中市「永續治理」為勇奪六都之冠 遠見提到「發展潛力無限的台中，是六都當中排名最高的縣市，台中的營業事業家數、銷售額都在領先行列」，秀燕也想大家報告，經濟部評鑑各縣市的經濟指標，台中市10項經濟指標全國第一，台中未來的發展精彩可期。 各界對台中施政打分數，秀燕由衷感謝，從不同的觀點，給予我們督促，市政將會推動的更好、更全面，我也要請託市民朋友，把台中的好，告訴全世界，把台中的不好，告訴市府，我們全力以赴，讓台中好，還要更好！,https://www.facebook.com/photo.php?fbid=675852223896356&set=a.546783853469861&type=3,,,,,,,,1.04
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,250552,291042,2022-10-02 18:59:35 CST,2022/10/2,18:59:35,Photo,"4,404",4221,82,50,23,1,1,0,0,26,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/676179090530336,有人說「沖咖啡是哲學。」 一杯咖啡，從咖啡豆、水溫、咖啡與水的比例、手沖的技巧，每一個面向都要精準搭配，才會完美。 市政也是如此，不光是市府要努力，更需要市民朋友、各界力量與我們一起努力，才能守護台中。 今天燕子總部，粉紅快閃咖啡廳開幕，我們準備台中在地、享譽國際的四角林咖啡，與青年朋友還有 黃健豪-北屯漸好、羅廷瑋、鄭伯其寫下對台中的願景。 秀燕很重視青年的建議，台中市府設立「青年事務諮詢委員會」，15歲就可以報名參加，青年委員的提案，超過9成市府採納執行，市府決策需要青年的聲音。 不只今天，秀燕邀請市民朋友，一起到燕子總部，寫下「你的台中願景」，每一個願景，秀燕都會閱讀，努力為大家實現。 📍燕子總部 台中市大里區國光路二段321號,https://www.facebook.com/photo.php?fbid=676178687197043&set=a.546783853469861&type=3,,,Photos from 盧秀燕's post,,,,,-1.62
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,250472,290962,2022-10-01 17:23:44 CST,2022/10/1,17:23:44,Photo,"13,507",12644,387,217,81,2,8,1,0,167,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/675270523954526,台中要做女性勇敢逐夢的城市。 性別友善，台灣是全球的前段班。秀燕作為六都中唯一的女性首長，更有責任推動性別平權，讓多元性別的觀點納入市政決策，由市府帶頭，做民間的模範。 台中市府女性一級主管達45%，任命8位女性擔任區長，數量是六都第一。 秀燕上任時，台中市政府總共有216個委員會，政府規定每個委員會三分之一以上的委員要是女性，當時只有148個委員會符合性別名額平等，經過3年多的努力，全台中只剩下一個委員會沒有達標，下次換屆時我們就會完成100%的多元性別參與。 在台中「女力覺醒」不會是口號，台中會引領潮流，做性別平權的領航城市。,https://www.facebook.com/photo.php?fbid=675270380621207&set=a.546783850136528&type=3,,,,,,,,1.9
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,250376,290869,2022-09-30 18:49:50 CST,2022/9/30,18:49:50,Photo,"9,368",8827,202,221,53,2,3,0,2,58,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/674561734025405,等40年，不能讓市民再等！ 太平區市民大道開通！ 太平區「市民大道」貫穿南北向，是地方交通極為重要的建設，今天終於完工通車！ 過去路段寬窄不一，嚴重影響沿線居民交通及生活品質，居民期待40年的道路，我們加快腳步，讓市民大道正式通車，完善太平區的整體道路！ 市民大道原本是「ㄧ路多名」，這次道路工程，經過居民、鄰里長與民意代表的意見，統一性的命名，整合成「市民大道」。 「富市台中、新好建設」，秀燕與大家一起努力💪,https://www.facebook.com/photo.php?fbid=674561550692090&set=a.546783853469861&type=3,,,,,,,,1.32
